Run,Mean Q Nurse
0,31.964659402092586
1,28.539268796343638
2,34.543400747806
3,12.821986271736318
4,21.729570655224983
5,3.811781881881161
6,3.9752893493339645
7,38.18100066830962
8,17.974058769639655
9,20.617584650661364
10,6.219832395952557
11,36.844644964732964
12,31.677898940720485
13,31.477256367237914
14,31.472271328348707
15,55.63612284346326
16,26.37545258693932
17,35.91590950981968
18,21.949894587158507
19,13.250587765780454
20,35.366565715356344
21,16.002610918637455
22,63.01458916860241
23,34.217021996577856
24,35.9950218028377
25,36.939096388715384
26,16.847994569103335
27,19.38674213998492
28,12.828432682712538
29,16.788484118213372
30,28.400496569863368
31,11.016671598672835
32,4.872849299443001
33,12.605476186021793
34,7.540451665278305
35,14.504036379535048
36,23.523531823386573
37,47.05295847842674
38,31.08691401421983
39,36.17841965580163
40,37.152759821211774
41,18.651173967371452
42,48.60600774938801
43,8.218185172138872
44,17.112997844725943
45,17.096941732524215
46,6.98636286297812
47,22.02949757109621
48,23.461939104309735
49,21.655022223182304
50,36.1050982283775
51,15.877643380598142
52,22.68455370606104
53,19.57197201694735
54,7.017329833889228
55,26.295603168438415
56,8.534950375342309
57,29.00760439036304
58,11.402655512438171
59,25.525735170595087
60,20.016162914721438
61,4.82603315622885
62,22.385140726303327
63,33.743873384151456
64,26.80677480422064
65,11.368099556197249
66,26.439506112342766
67,10.31746449914758
68,25.294677342122764
69,25.40709315322068
70,20.19669342948912
71,21.826443010694785
72,10.834675282845446
73,18.55260916349657
74,18.655841938303624
75,46.69922064155257
76,29.795396888441307
77,24.577360041014032
78,47.56753766428416
79,16.997816084065555
80,19.834925599492323
81,31.68383307650154
82,6.020546508692802
83,41.80798134466254
84,12.266283938781251
85,19.442550018816135
86,26.800647531112098
87,31.125553691850907
88,20.606634218573365
89,39.658684991823314
90,15.802769845871598
91,10.639515207987452
92,31.43454172257026
93,36.20274326084563
94,13.405099091028948
95,28.362687837758134
96,18.92085668707725
97,42.71719649513308
98,39.25699520536408
99,17.44974850373756
